Index,"Region, subregion, country or area",Note,"Country
code",1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
124,Jordan,,400,37,43.233,50.879,54.262,55.971,57.65,60.029,66.996,73.291,78.207,78.27,79.485,86.088,90.256,91.418,92.385,93.187,93.851,94.399,94.859,95.282
125,Kuwait,,414,61.5,69.346,74.893,79.273,85.661,89.384,94.781,97.903,97.974,98.096,99,100,100,100,100,100,100,100,100,100,100
126,Lebanon,,422,32,36.303,42.343,50.935,59.475,66.978,73.672,79.422,83.12,84.82,86,86.627,87.334,88.106,88.925,89.774,90.604,91.374,92.086,92.744,93.352
127,Oman,,512,8.6,11.961,16.4,22.338,29.665,38.213,47.562,57.079,66.102,71.669,71.569,72.4,75.161,81.35,86.276,89.547,91.687,93.06,93.897,94.409,94.869
128,Qatar,,634,80.52,83.03,85.275,87.054,88.354,88.909,89.363,90.1,92.786,94.998,96.311,97.396,98.501,98.945,99.235,99.417,99.532,99.604,99.648,99.677,99.704
129,Saudi Arabia,,682,21.3,25.966,31.25,38.769,48.669,58.349,65.86,72.647,76.583,78.67,79.848,80.979,82.084,83.18,84.287,85.391,86.481,87.542,88.548,89.483,90.35
130,State of Palestine,12,275,37.3,40.627,44.044,48.898,54.298,59.6,62.388,65.095,67.709,70.216,71.969,73.061,74.149,75.368,76.719,78.176,79.707,81.267,82.757,84.152,85.454
131,Syrian Arab Republic,,760,32.698,34.723,36.807,40.006,43.345,45.061,46.708,47.891,48.931,50.104,51.947,53.782,55.6,52.168,55.475,58.673,61.722,64.589,67.24,69.651,71.94
132,Turkey,,792,24.774,28.553,31.515,34.227,38.234,41.586,43.78,52.448,59.203,62.123,64.741,67.84,70.825,73.611,76.105,78.312,80.247,81.923,83.369,84.704,85.951
133,United Arab Emirates,,784,54.5,64.572,73.5,77.723,79.8,79.8,80.71,79.804,79.051,78.319,80.236,82.262,84.087,85.674,87.048,88.23,89.242,90.116,90.925,91.673,92.364
134,Yemen,,887,5.8,7.279,9.1,11.026,13.3,14.844,16.534,18.373,20.931,23.76,26.267,28.936,31.776,34.777,37.908,41.125,44.356,47.562,50.79,54.012,57.201
135,EUROPE,,908,51.7106262889613,54.486661268739,57.3667852138711,60.332487395878,63.1347393929336,65.5254365842642,67.5734190634174,68.8600905254057,69.9273910314584,70.5062568189793,71.0567180662015,71.9484597620263,72.938037714777,73.8575733290145,74.8845162434211,76.0932405854936,77.4746042973468,78.9972808715219,80.6037320924394,82.186182174676,83.6718519207821
136,Eastern Europe,,923,39.7463212742748,44.4144644505529,48.8587659273419,52.846348977763,56.6172175092043,60.3747338227444,63.780193866394,66.186940768939,67.9772892811157,68.1541284439708,68.1937377887554,68.4587086752302,68.8935621086583,69.2756197176446,69.9148371715129,70.906715808,72.2324286691011,73.8648998406384,75.7264508566099,77.617402489936,79.4193030279685
137,Belarus,,112,26.234,28.853,32.401,38.127,44.01,50.614,56.498,61.833,65.981,67.926,69.973,72.354,74.672,77.181,79.483,81.509,83.275,84.805,86.119,87.245,88.28
138,Bulgaria,,100,27.583,32.213,37.1,45.755,52.3,57.562,62.1,64.59,66.377,67.782,68.899,70.584,72.302,73.99,75.686,77.373,79.029,80.635,82.16,83.591,84.927
139,Czechia,,203,54.18,56.884,59.548,62.016,64.402,69.917,75.167,75.365,75.22,74.643,73.988,73.602,73.255,73.477,74.061,74.935,76.073,77.442,78.999,80.633,82.178
140,Hungary,,348,53.023,54.435,55.911,58.022,60.112,62.231,64.191,65.095,65.838,65.209,64.575,66.365,68.911,70.5,71.942,73.498,75.142,76.844,78.57,80.248,81.825
141,Poland,,616,38.338,43.194,47.892,50.126,52.125,55.28,58.086,59.942,61.27,61.493,61.716,61.452,60.892,60.278,60.043,60.467,61.539,63.231,65.482,67.985,70.39
142,Republic of Moldova,13,498,18.5,20.66,23.424,27.566,32.068,36.222,40.387,44.176,46.762,46.294,44.589,42.775,42.62,42.49,42.849,43.852,45.501,47.793,50.688,53.8,56.884
143,Romania,,642,25.625,30.619,34.209,37.697,40.319,42.831,46.07,49.641,53.217,53.769,53.004,53.174,53.829,53.887,54.194,55.113,56.63,58.717,61.309,64.034,66.672
144,Russian Federation,,643,44.087,48.954,53.731,58.173,62.471,66.427,69.751,71.923,73.394,73.372,73.35,73.463,73.687,74.05,74.754,75.776,77.084,78.63,80.289,81.859,83.33
145,Slovakia,,703,30.012,31.712,33.464,37.043,41.057,46.257,51.638,54.176,56.491,56.537,56.233,55.563,54.685,53.889,53.76,54.347,55.639,57.614,60.207,62.983,65.676
146,Ukraine,14,804,35.5,41.373,46.792,50.649,54.831,58.389,61.693,64.681,66.757,66.951,67.145,67.79,68.596,69.061,69.608,70.487,71.691,73.186,74.926,76.816,78.632
147,Northern Europe,,924,69.7195523818596,70.5890487907894,71.5984868026913,72.7212268731433,73.8249361686754,75.1612726785781,76.3936501567891,76.813902668415,77.0567645024656,77.4835996926873,77.8820858606568,78.8908589781872,80.0746342521996,81.4208039528332,82.6428516903992,83.8412819912792,85.0120126144338,86.1446940979549,87.2290170284065,88.2561288934098,89.2151203407769
148,Channel Islands,15,830,41.38,40.033,38.7,37.385,36.088,34.183,32.209,31.832,31.392,30.522,30.465,30.743,31.054,30.962,30.963,31.371,32.194,33.448,35.152,37.223,39.359
149,Denmark,,208,67.983,69.619,73.687,77.048,79.737,82.146,83.723,84.351,84.843,84.979,85.1,85.856,86.795,87.526,88.116,88.759,89.446,90.164,90.901,91.634,92.319
150,Estonia,,233,49.67,53.623,57.533,61.348,64.947,67.589,69.711,70.767,71.231,70.3,69.368,68.735,68.094,68.416,69.229,70.235,71.421,72.769,74.259,75.824,77.329
151,Faeroe Islands,,234,17.365,18.599,21.383,25.553,27.951,30.326,31.186,30.766,30.594,34.071,36.337,39.781,40.926,41.638,42.398,43.437,44.77,46.399,48.32,50.491,52.692
152,Finland,16,246,43.004,49.133,55.29,59.658,63.704,67.831,71.727,75.808,79.367,80.963,82.183,82.905,83.77,85.225,85.517,85.978,86.598,87.356,88.227,89.162,90.045
153,Iceland,,352,72.8,76.76,80.3,82.72,84.9,86.669,88.26,89.57,90.75,91.63,92.401,93.037,93.574,93.7,93.898,94.147,94.44,94.769,95.126,95.486,95.821
154,Ireland,,372,40.088,43.708,45.184,46.233,51.276,53.634,55.333,56.275,56.929,57.949,59.155,60.477,61.542,62.538,63.653,65.065,66.751,68.675,70.786,72.968,75.052
155,Isle of Man,,833,52.93,54.028,55.123,56.305,55.831,52.403,51.784,51.765,51.746,51.783,51.823,51.905,51.994,52.245,52.898,53.951,55.397,57.225,59.319,61.395,63.43
156,Latvia,,428,46.425,49.51,52.867,56.832,60.713,64.157,67.095,68.56,69.25,68.75,68.067,68,67.841,67.98,68.315,68.972,69.94,71.199,72.722,74.361,75.934
157,Lithuania,,440,28.794,34.052,39.46,44.45,49.555,55.685,61.158,65.038,67.583,67.285,66.986,66.635,66.757,67.23,68.046,69.19,70.638,72.35,74.272,76.245,78.112
158,Norway,17,578,50.458,50.223,49.92,57.568,65.396,68.187,70.545,71.31,71.956,73.787,76.02,77.675,79.102,81.091,82.974,84.632,86.083,87.345,88.436,89.379,90.245
159,Sweden,,752,65.724,69.269,72.49,77.056,81.034,82.73,83.087,83.1,83.1,83.824,84.026,84.319,85.056,86.553,87.977,89.208,90.266,91.172,91.946,92.609,93.215
160,United Kingdom,,826,78.981,78.714,78.444,77.821,77.117,77.683,78.481,78.39,78.14,78.353,78.651,79.915,81.302,82.626,83.903,85.124,86.285,87.378,88.395,89.341,90.218
161,Southern Europe,,925,46.1705614532136,48.7135820560532,51.2596188163274,54.704049713622,58.302805819731,60.7043246271357,62.8069855747826,63.8187661406171,64.6221373835534,65.560994913887,66.429478498682,67.7642408153938,69.1618340635437,70.5963972746824,72.1477793512495,73.76526853368,75.4446115423617,77.1567037634146,78.8660306078561,80.5262123640352,82.0852738858885
162,Albania,,8,20.528,26.864,30.705,31.23,31.74,32.712,33.762,35.083,36.428,38.911,41.741,46.731,52.163,57.434,62.112,66.13,69.484,72.197,74.349,76.335,78.213
163,Andorra,,20,38.8,48.568,58.45,70.445,80.155,87.252,92.064,95.159,94.712,93.661,92.395,90.285,88.819,88.345,87.916,87.732,87.812,88.153,88.735,89.497,90.239
164,Bosnia and Herzegovina,,70,13.665,16.173,19.04,22.817,27.201,31.288,35.543,37.589,39.249,40.817,42.384,43.965,45.558,47.173,49.02,51.159,53.57,56.218,59.037,61.864,64.614
165,Croatia,,191,22.295,26.032,30.154,34.977,40.196,43.864,47.285,49.287,51.037,52.279,53.428,54.315,55.155,56.155,57.553,59.329,61.454,63.874,66.442,68.929,71.31
166,Gibraltar,,292,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
167,Greece,,300,52.151,54.08,55.936,59.969,64.22,66.94,69.343,70.518,71.467,72.119,72.716,74.452,76.292,78.046,79.715,81.292,82.772,84.147,85.413,86.594,87.693
168,Holy See,18,336,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
169,Italy,,380,54.104,56.855,59.361,61.843,64.272,65.643,66.64,66.826,66.726,66.922,67.222,67.738,68.327,69.565,71.039,72.614,74.274,75.992,77.735,79.455,81.082
170,Malta,,470,88.858,89.837,90.129,89.825,89.699,89.742,89.785,89.828,90.381,90.946,92.368,93.645,94.072,94.414,94.744,95.072,95.394,95.711,96.019,96.314,96.589
171,Montenegro,,499,12.723,15.515,18.788,22.566,26.853,31.622,36.813,42.325,48.037,53.365,58.544,62.465,64.14,65.806,67.488,69.179,70.869,72.546,74.19,75.77,77.283
172,Portugal,,620,31.195,32.96,34.955,36.866,38.804,40.779,42.785,45.298,47.915,51.109,54.399,57.522,60.567,63.514,66.31,68.933,71.366,73.588,75.605,77.511,79.309
173,San Marino,,674,43.2,46.037,48.9,54.402,59.8,71.484,81.231,88.291,90.4,91.664,93.44,94.453,95.74,96.739,97.499,98.021,98.377,98.618,98.779,98.882,98.967
174,Serbia,19,688,20.306,24.42,29.064,34.202,39.744,43.128,46.146,48.341,50.393,51.651,52.769,53.883,54.993,55.696,56.446,57.646,59.279,61.315,63.701,66.276,68.772
175,Slovenia,,705,19.922,23.816,28.204,32.497,37.004,42.374,48.045,49.584,50.39,50.622,50.754,51.533,52.658,53.781,55.118,56.802,58.811,61.113,63.647,66.247,68.753
176,Spain,20,724,51.92,54.224,56.567,61.278,66.038,69.57,72.789,74.213,75.351,75.856,76.262,77.263,78.442,79.602,80.81,82.053,83.313,84.57,85.796,86.944,88.013
177,TFYR Macedonia,21,807,23.431,28.429,34.02,40.355,47.079,50.569,53.469,55.696,57.789,59.587,58.548,57.532,57.089,57.408,58.482,60.285,62.749,65.404,67.967,70.426,72.771
178,Western Europe,,926,64.5687787190889,66.4865226657183,68.591283465009,70.5548294542275,72.0632617379084,72.9234946633122,73.3534592844818,73.5441611469849,73.9647625954156,74.8940937144323,75.9677135831252,77.3160655242014,78.5477759592681,79.3827701053592,80.2047927200039,81.1535040812605,82.2253981359319,83.4002888266885,84.6400552681172,85.8742282543809,87.029758584277
179,Austria,,40,63.596,64.16,64.72,65.011,65.258,65.341,65.391,64.305,62.96,61.596,60.213,58.813,57.399,57.715,58.748,60.122,61.831,63.846,66.118,68.542,70.898
180,Belgium,,56,91.466,91.977,92.46,93.137,93.843,94.48,95.381,95.93,96.377,96.777,97.129,97.403,97.651,97.876,98.079,98.258,98.416,98.555,98.678,98.787,98.887
181,France,,250,55.232,58.164,61.88,67.071,71.055,72.926,73.282,73.65,74.056,74.912,75.871,77.13,78.369,79.655,80.975,82.312,83.643,84.938,86.153,87.285,88.337
182,Germany,,276,67.944,69.691,71.384,71.955,72.274,72.56,72.844,72.711,73.118,73.922,74.965,75.98,76.966,77.2,77.453,78.037,78.931,80.1,81.497,82.963,84.335
183,Liechtenstein,,438,19.881,20.356,20.437,19.471,18.453,18.324,18.274,17.619,16.928,16.482,15.13,14.739,14.464,14.303,14.416,14.808,15.499,16.519,17.836,19.248,20.743
184,Luxembourg,,442,67.242,68.41,69.556,71.958,74.374,77.297,80.042,80.669,80.947,82.893,84.216,86.598,88.547,90.179,91.453,92.445,93.211,93.794,94.252,94.674,95.066
185,Monaco,,492,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
186,Netherlands,,528,56.136,57.98,59.752,60.753,61.663,63.183,64.745,66.719,68.684,72.809,76.795,82.63,87.134,90.173,92.236,93.708,94.751,95.484,95.989,96.332,96.634
187,Switzerland,,756,67.381,69.143,70.924,72.417,73.843,74.208,74.477,74.227,73.926,73.654,73.383,73.478,73.607,73.718,73.915,74.466,75.367,76.587,78.083,79.754,81.359
188,LATIN AMERICA AND THE CARIBBEAN,,904,41.2976934275322,45.3207200554226,49.4376632174811,53.4805880664695,57.2957917581137,60.9909487263998,64.5543224817221,67.7881804960263,70.7174319104069,73.2048446148546,75.516449070349,77.1384674086314,78.5831499226532,79.9189229377511,81.1811613482191,82.3985650177344,83.5760910442536,84.7157620329995,85.8122411544646,86.8579620759509,87.8474279278301
189,Caribbean,,915,36.2959499512494,38.275140859978,40.4346035799666,43.5067836263441,46.5670253748431,50.0862685209783,53.2661620276046,56.7453915072752,59.5900275238035,61.0758620932017,62.7516372909833,65.3957930281318,67.7777766859659,70.0061979314476,72.1830217373379,74.2535133172971,76.2031929765487,78.013150297094,79.6576472419708,81.1298964951667,82.5222992455569
190,Anguilla,,660,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
191,Antigua and Barbuda,,28,30.065,34.889,39.656,36.61,33.819,34.217,34.618,35.021,35.426,33.961,32.127,29.218,26.238,25,24.433,24.363,24.787,25.722,27.201,29.056,30.984
192,Aruba,,533,50.928,50.852,50.776,50.7,50.624,50.548,50.472,50.395,50.319,48.767,46.717,44.875,43.059,43.108,43.697,44.711,46.152,48.021,50.211,52.416,54.613
193,Bahamas,,44,52.086,55.933,59.712,63.343,66.764,70.017,73.102,76.674,79.838,80.961,82.007,82.218,82.427,82.746,83.245,83.91,84.722,85.661,86.64,87.562,88.429
194,Barbados,,52,36.053,36.414,36.777,37.141,37.55,38.855,40.102,38.736,37.37,35.566,33.827,32.841,31.87,31.249,31.191,31.694,32.772,34.45,36.524,38.649,40.818
195,British Virgin Islands,,92,11.228,11.687,12.228,14.287,16.635,19.47,22.741,29.728,37.814,40.413,41.774,43.21,44.814,46.583,48.515,50.599,52.787,54.971,57.135,59.272,61.375
196,Caribbean Netherlands,22,535,70.831,72.596,74.294,75.921,77.476,78.358,78.96,78.398,77.665,76.443,74.947,74.755,74.738,74.759,75.048,75.637,76.51,77.643,78.992,80.341,81.624
197,Cayman Islands,,136,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
198,Cuba,,192,56.511,57.458,58.401,59.337,60.266,64.224,68.106,70.933,73.364,74.277,75.323,76.134,76.597,76.896,77.194,77.803,78.702,79.859,81.23,82.704,84.093
199,Curaçao,,531,70.566,72.687,74.71,76.631,78.448,80.161,81.769,83.274,84.678,87.68,90.752,90.534,89.905,89.352,89.062,89.055,89.33,89.87,90.577,91.249,91.878
200,Dominica,,212,34.697,36.286,37.846,38.18,38.683,42.671,46.759,54.71,63.079,64.831,65.265,66.601,68.094,69.579,71.09,72.619,74.155,75.688,77.193,78.633,80.006
201,Dominican Republic,,214,23.741,26.843,30.191,35.052,40.274,45.729,51.29,53.868,55.226,57.598,61.753,67.37,73.753,78.566,82.54,85.543,87.765,89.383,90.53,91.331,92.04
202,Grenada,,308,28.495,29.405,30.332,31.274,32.212,32.561,32.912,33.177,33.427,34.47,35.698,35.895,35.865,35.997,36.537,37.491,38.871,40.688,42.848,45.052,47.276
203,Guadeloupe,23,312,35.8,47.476,59.438,70.37,79.38,86.188,91.004,94.252,96.374,97.731,98.4,98.4,98.41,98.443,98.499,98.574,98.666,98.766,98.86,98.947,99.027
204,Haiti,,332,12.169,13.792,15.593,17.58,19.762,20.404,20.541,23.261,28.51,32.59,35.6,42.638,47.509,52.427,57.088,61.266,64.923,68.041,70.618,72.825,74.925
205,Jamaica,,388,24.116,28.736,33.769,37.499,41.324,44.013,46.739,48.424,49.444,50.615,51.814,52.811,53.743,54.833,56.311,58.16,60.349,62.827,65.448,67.99,70.429
206,Martinique,,474,32.89,33.63,40.089,49.953,61.018,71.199,79.612,83.82,86.283,88.423,89.713,89.342,89.05,88.981,89.14,89.517,90.092,90.787,91.445,92.06,92.635
207,Montserrat,,500,15.8,15.8,15.82,13.405,11.424,11.959,12.5,12.5,12.5,12.5,2.087,9.341,9.152,9.041,9.115,9.381,9.851,10.553,11.469,12.464,13.532
208,Puerto Rico,,630,40.592,42.432,44.547,51.524,58.328,62.77,67.835,84.317,92.942,93.729,94.387,94.112,93.825,93.624,93.581,93.701,93.974,94.381,94.842,95.266,95.657
209,Saint Kitts and Nevis,,659,26.518,27.018,27.644,30.855,34.141,35.027,35.882,35.243,34.609,33.715,32.778,32.028,31.322,30.827,30.843,31.368,32.416,34.011,36.051,38.165,40.325
210,Saint Lucia,,662,19.199,20.306,21.46,22.66,23.907,25.2,26.54,27.923,29.349,28.765,27.774,23.085,18.45,18.515,18.841,19.451,20.364,21.609,23.181,24.871,26.642
211,Saint Vincent and the Grenadines,,670,21.705,23.759,25.943,28.252,30.683,33.225,35.87,38.602,41.409,43.38,45.186,47.032,48.961,50.964,53.032,55.152,57.293,59.41,61.493,63.534,65.527
212,Sint Maarten (Dutch part),,534,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
213,Trinidad and Tobago,,780,26.26,30.059,34.155,38.498,43.035,47.691,52.284,53.205,54.124,55.04,55.905,54.967,54.025,53.319,53.214,53.709,54.8,56.477,58.577,60.668,62.721
214,Turks and Caicos Islands,,796,47.2,47.405,47.679,49.392,51.106,53.063,55.259,65.439,74.343,79.928,84.55,87.745,90.228,92.195,93.605,94.606,95.311,95.795,96.122,96.411,96.679
215,United States Virgin Islands,,850,58.344,57.212,56.477,63.279,69.592,75.245,80.147,84.28,87.685,90.437,92.586,93.664,94.594,95.35,95.939,96.397,96.752,97.025,97.248,97.455,97.646
216,Central America,,916,39.2232614034583,42.7542604205023,46.3602473481738,50.0832645312661,53.7295329948295,57.1210959669945,60.2924787153004,62.6978178968761,65.0345128679996,67.1209080698058,68.6999744463866,70.3480635430605,72.0651537235204,73.7418383418172,75.3650983140171,76.9450488835312,78.4818708266028,79.9742278675793,81.4039429664453,82.7622956900208,84.0494257389799
217,Belize,,84,55.288,54.681,54.028,52.481,50.963,50.171,49.374,48.419,47.465,46.425,45.398,45.313,45.228,45.406,46.025,47.085,48.588,50.529,52.725,54.911,57.077
218,Costa Rica,,188,33.508,33.88,34.254,35.791,38.827,41.349,43.099,45.445,50.003,54.561,59.052,65.672,71.736,76.862,80.771,83.679,85.788,87.259,88.302,89.255,90.14
219,El Salvador,,222,36.509,37.427,38.354,38.931,39.439,41.551,44.099,46.677,49.274,53.988,58.912,61.648,65.452,69.7,73.444,76.576,79.153,81.235,82.88,84.243,85.517
220,Guatemala,,320,25.064,27.992,31.121,33.989,35.545,37.125,38.724,40.347,41.992,43.654,45.332,46.913,48.403,49.971,51.836,53.996,56.423,59.073,61.846,64.566,67.195
221,Honduras,,340,17.578,20.038,22.747,25.704,28.902,32.11,34.87,37.735,40.46,42.941,45.458,48.585,51.885,55.165,58.359,61.417,64.307,66.998,69.451,71.737,73.916
222,Mexico,,484,42.655,46.68,50.753,54.931,59.021,62.759,66.339,68.95,71.419,73.368,74.722,76.308,77.815,79.285,80.731,82.14,83.501,84.799,86.018,87.153,88.209
223,Nicaragua,,558,35.196,37.363,39.581,42.707,47.03,48.898,50.292,51.684,53.075,54.437,55.185,55.935,56.917,57.895,59.012,60.475,62.263,64.341,66.658,69.079,71.411
224,Panama,,591,35.763,38.469,41.249,44.431,47.64,49.038,50.447,52.143,53.903,58.141,62.198,63.682,65.14,66.696,68.414,70.268,72.223,74.234,76.209,78.079,79.84
225,South America,,931,42.7421322829038,47.2059818088868,51.7568557294221,56.033293819857,59.9970526147471,63.8411315641642,67.5768800334975,71.054837944303,74.1960539828793,76.9548630943414,79.6115985654569,81.0960621404221,82.3712439189087,83.5105853728425,84.5620188203992,85.5716842922378,86.5464265742648,87.490508261047,88.4071378143437,89.2896124624312,90.1202534390017
226,Argentina,,32,65.339,69.633,73.611,76.369,78.88,80.969,82.887,85.038,86.984,88.164,89.142,90.031,90.849,91.503,92.111,92.693,93.249,93.777,94.276,94.744,95.176
227,Bolivia (Plurinational State of),,68,33.848,35.291,36.762,38.257,39.776,41.314,45.451,50.519,55.577,59.15,61.787,64.17,66.43,68.393,70.123,71.905,73.721,75.548,77.357,79.107,80.76
228,Brazil,,76,36.16,41.057,46.139,51.037,55.909,60.789,65.468,69.862,73.922,77.61,81.192,82.834,84.335,85.77,87.073,88.238,89.278,90.201,91.017,91.748,92.426
229,Chile,,152,58.421,63.254,67.836,71.696,75.227,78.386,81.243,82.624,83.271,84.545,86.073,86.783,87.074,87.36,87.727,88.226,88.839,89.547,90.327,91.113,91.842
230,Colombia,,170,32.601,39.223,46.268,52.82,56.635,60.306,63.738,67.034,69.481,71.777,73.957,76.024,77.964,79.764,81.425,82.945,84.323,85.577,86.748,87.836,88.847
231,Ecuador,,218,28.28,31.009,33.878,36.64,39.278,42.363,46.961,51.215,55.09,57.766,60.299,61.711,62.69,63.398,64.166,65.28,66.732,68.49,70.505,72.675,74.772
232,Falkland Islands (Malvinas),24,238,51.053,50.774,50.495,51.847,54.041,56.33,58.696,64.012,74.15,65.987,67.606,70.828,73.666,76.268,78.508,80.414,82.023,83.369,84.499,85.548,86.537
233,French Guiana,,254,53.656,58.573,63.327,65.745,67.433,69.121,70.759,72.651,74.641,76.952,79.111,81.116,82.924,84.482,85.82,86.964,87.937,88.781,89.569,90.308,91
234,Guyana,,328,28.023,28.521,29.009,29.209,29.425,29.967,30.488,30.033,29.583,29.137,28.694,27.822,26.634,26.441,26.786,27.484,28.552,30.01,31.87,33.881,35.952
235,Paraguay,,600,34.568,35.067,35.569,36.243,37.065,38.981,41.688,44.983,48.694,52.131,55.331,57.633,59.261,60.75,62.183,63.838,65.702,67.741,69.91,72.129,74.262
236,Peru,,604,41,43.884,46.811,51.868,57.406,61.461,64.574,66.864,68.901,70.951,73.042,75.034,76.43,77.357,78.297,79.362,80.537,81.797,83.114,84.443,85.697
237,Suriname,,740,46.888,47.074,47.26,47.109,45.948,53.749,64.96,65.334,65.706,66.076,66.444,66.682,66.344,66.056,66.149,66.672,67.615,68.957,70.647,72.373,74.034
238,Uruguay,,858,77.926,79.107,80.241,81.328,82.368,83.387,85.394,87.194,88.973,90.542,92.028,93.319,94.414,95.045,95.515,95.931,96.298,96.623,96.911,97.165,97.399
239,Venezuela (Bolivarian Republic of),,862,47.313,54.556,61.613,67.022,71.852,75.786,79.185,81.925,84.284,86.014,87.559,87.954,88.083,88.154,88.279,88.578,89.04,89.645,90.368,91.145,91.87
240,NORTHERN AMERICA,,905,63.9042654415266,67.0467144260968,69.9190334067755,71.9751701562411,73.7990014791859,73.8460513315263,73.9304085913693,74.6814313674883,75.4335551168587,77.3044296112103,79.1035271246409,79.9522346526764,80.7931937874978,81.6330141502722,82.5556315087666,83.5707454517516,84.6574281465375,85.7905420717837,86.9150039242825,87.9771315912252,88.96481565097
241,Bermuda,,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
242,Canada,,124,60.946,65.705,69.061,72.892,75.654,75.611,75.663,76.354,76.582,77.675,79.478,80.122,80.937,81.259,81.562,82.108,82.878,83.843,84.968,86.164,87.286
243,Greenland,,304,49,53.801,58.534,66.05,72.744,74.389,76.121,77.961,79.698,80.902,81.6,82.858,84.383,86.071,87.282,88.353,89.298,90.131,90.864,91.518,92.127
244,Saint Pierre and Miquelon,,666,80,83.473,86.445,87.786,88.37,88.929,89.465,89.339,88.902,88.93,89.147,89.866,89.902,89.889,89.962,90.177,90.526,90.994,91.564,92.17,92.736
245,United States of America,,840,64.153,67.163,69.996,71.879,73.602,73.653,73.738,74.494,75.3,77.257,79.057,79.928,80.772,81.671,82.664,83.734,84.858,86.011,87.136,88.184,89.156
246,OCEANIA,,909,62.5109663548754,64.747639315263,66.8870342688357,68.5494808474738,70.1614471300739,70.9155104267918,70.9254543390178,70.4747250805946,70.3362001777444,69.4590676667039,68.2988369109105,67.9774391030265,68.0782248594167,68.1223064119093,68.2317076465249,68.4625196407565,68.8528203150192,69.4154915632978,70.1786167742613,71.0769628399379,72.0573941962788
247,Australia/New Zealand,,927,76.1553946311389,78.2785401177849,80.4929451605992,82.2837066415782,83.4780829732205,84.4239737649152,85.1767387159607,85.253348544856,85.3180220770433,85.0089917196737,84.5355883898144,84.8802207640536,85.3433048978325,85.8051224448943,86.3144836680752,86.9370005860259,87.6561524367265,88.4528281319075,89.3052196232407,90.1680964779004,90.9717575846884
248,Australia,25,36,77.003,79.357,81.529,83.068,83.999,84.792,85.552,85.582,85.433,84.898,84.235,84.582,85.182,85.701,86.241,86.887,87.623,88.43,89.288,90.153,90.958
249,New Zealand,,554,72.523,73.627,75.998,78.891,81.106,82.774,83.428,83.673,84.742,85.553,86.021,86.341,86.16,86.341,86.699,87.203,87.835,88.576,89.401,90.256,91.052
250,Melanesia,,928,5.65089085316856,7.00289886192828,8.79394853143241,11.0744814608192,14.924842267906,16.9655408562238,17.9607326469592,18.8129185724971,19.7736204988123,19.4670103128288,18.9261227569465,18.8687609702568,18.9918282913727,19.1568535660893,19.5977278389958,20.317144897702,21.3663818575161,22.8121289623371,24.6917702404035,26.8041561146482,29.1136778288209
251,Fiji,,242,24.352,26.933,29.681,32.582,34.758,36.721,37.769,38.523,41.611,45.496,47.908,49.871,52.171,54.726,57.247,59.666,61.965,64.135,66.172,68.072,69.894
252,New Caledonia,,540,24.589,30.602,37.36,44.646,51.232,55.165,57.426,58.834,59.577,60.288,61.919,63.965,67.102,69.379,71.518,73.486,75.289,76.934,78.426,79.802,81.111
253,Papua New Guinea,,598,1.7,2.521,3.725,5.47,9.796,11.93,13.047,13.998,14.994,14.081,13.204,13.109,13.019,13.012,13.345,14.054,15.185,16.806,18.95,21.355,23.974
254,Solomon Islands,,90,3.8,4.679,5.768,7.245,8.917,9.125,10.576,12.433,13.677,14.664,15.813,17.832,20.048,22.36,24.67,26.935,29.116,31.171,33.16,35.21,37.316
255,Vanuatu,,548,8.752,9.546,10.404,11.329,12.325,13.395,14.74,16.722,18.715,20.164,21.673,23.099,24.462,24.961,25.525,26.329,27.397,28.746,30.394,32.324,34.35
256,Micronesia,,954,30.6960250169251,33.6005336204274,36.7997323351666,40.6993352744053,45.5521323956384,56.3083355416188,60.5054444129717,61.4172209644078,62.2474014284885,63.6051074217491,65.6089238634172,65.8926447362663,66.6313491937279,67.9351438838525,69.2167691844341,70.3831505854428,71.4699286442406,72.5593382233676,73.6054361201823,74.5715407767759,75.5050070179021
257,Guam,,316,41.3,45.665,50.147,55.548,61.92,83.632,93.753,92.339,90.796,92.055,93.129,93.631,94.099,94.534,94.938,95.313,95.66,95.983,96.281,96.559,96.816
258,Kiribati,,296,11,13.426,16.29,19.625,24.088,29.606,32.284,33.541,34.987,36.409,42.958,43.551,47.39,51.619,55.594,59.115,62.169,64.761,66.905,68.764,70.565
259,Marshall Islands,,584,23.337,29.081,35.584,42.663,53.492,60.632,58.298,61.945,65.054,66.727,68.58,71.138,73.568,75.811,77.794,79.539,81.065,82.392,83.563,84.666,85.708
